customer,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,vehicle_type
QI31659,California,No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,B
YQ15567,Oregon,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Small,B
MS41162,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,A
GW77328,Oregon,No,Basic,Doctor,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,A
TP96247,Oregon,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,SUV,Medsize,B
WO81184,California,No,Basic,Bachelor,Employed,M,Urban,Single,Special Auto,Special L3,Offer3,Agent,Two-Door Car,Large,A
YG68142,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize,B
RR37482,Washington,No,Premium,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,B
HE85298,California,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer2,Branch,SUV,Medsize,A
QM39493,California,No,Extended,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,A
TE50227,Arizona,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,SUV,Medsize,B
BM21532,Washington,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small,A
IC80537,California,Yes,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Web,Four-Door Car,Medsize,A
DE18949,Oregon,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Call Center,Two-Door Car,Small,B
IR73545,Oregon,Yes,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize,A
PY64219,California,Yes,Extended,Master,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,SUV,Small,A
JP41935,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,A
SB61617,California,No,Basic,Master,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Call Center,SUV,Medsize,A
XX73066,Arizona,No,Basic,Master,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,A
DE34457,Oregon,No,Basic,Doctor,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Call Center,SUV,Small,A
YB58778,California,No,Basic,College,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Large,B
ZR84007,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize,B
WH36609,Arizona,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Small,B
FV70604,California,No,Premium,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Agent,SUV,Medsize,B
FV54537,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize,B
EI85578,California,No,Basic,Bachelor,Unemployed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,SUV,Medsize,A
QD34785,Arizona,Yes,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Small,B
UH93563,California,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Web,Four-Door Car,Small,A
KP10993,California,Yes,Extended,College,Retired,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,B
HU82227,Arizona,No,Premium,College,Employed,M,Urban,Married,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize,B
CE94751,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize,A
WE68644,Oregon,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Sports Car,Medsize,B
RC62865,Oregon,No,Extended,College,Employed,M,Rural,Single,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize,A
YI68606,Oregon,No,Basic,High School or Below,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Offer3,Agent,Two-Door Car,Medsize,A
MS34991,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize,B
SQ54906,Oregon,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small,A
VU48786,Washington,No,Basic,Master,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Small,A
AM29546,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Call Center,Two-Door Car,Medsize,B
AZ95587,Arizona,No,Extended,Bachelor,Employed,F,Urban,Single,Special Auto,Special L3,Offer3,Branch,Four-Door Car,Small,A
OE19653,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Two-Door Car,Small,A
LR33381,Nevada,No,Basic,Doctor,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Small,B
GM54859,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Agent,Two-Door Car,Large,A
FP51143,California,No,Basic,College,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Medsize,A
CB64729,Nevada,No,Premium,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer4,Call Center,Four-Door Car,Medsize,B
NG56399,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer3,Branch,Two-Door Car,Medsize,A
HW99293,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,B
AF36894,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer4,Agent,SUV,Medsize,A
WZ63975,Unknown,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Small,B
OJ33945,Oregon,No,Basic,High School or Below,Employed,F,Rural,Divorced,Personal Auto,Personal L1,Offer3,Agent,Two-Door Car,Medsize,A
DS46955,California,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize,A
WP10197,Nevada,Yes,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Web,SUV,Medsize,A
BU16704,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Large,A
IZ13533,Arizona,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Large,A
GH31557,California,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Small,A
KU23440,Oregon,No,Basic,Master,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Small,B
QR21417,California,Yes,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Web,Two-Door Car,Medsize,A
IP68868,Unknown,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Small,B
JF57282,Nevada,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,SUV,Small,B
NT77164,Arizona,No,Basic,Doctor,Medical Leave,M,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,A
JV89183,Oregon,No,Premium,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Large,A
DH18269,Arizona,No,Extended,College,Medical Leave,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize,A
DW62397,Oregon,No,Basic,Master,Retired,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Small,B
MP96373,Washington,No,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Medsize,A
ZU88029,Oregon,No,Basic,Master,Retired,F,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize,B
MS11057,Oregon,No,Premium,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,A
BU71528,California,No,Premium,College,Disabled,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Small,A
XV83643,California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Sports Car,Large,B
QM60216,Oregon,No,Extended,College,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Luxury Car,Medsize,A
WZ63975,California,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Small,B
VZ56705,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,A
KG16176,Washington,No,Basic,College,Unemployed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,A
SP94430,Unknown,No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
NB82190,Oregon,No,Basic,College,Employed,M,Rural,Single,Personal Auto,Personal L1,Offer2,Branch,Two-Door Car,Medsize,B
CP38401,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Web,Sports Car,Medsize,A
MR84659,Unknown,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize,A
GE26813,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Small,A
AO46433,California,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,B
OI29521,Oregon,No,Extended,College,Employed,F,Rural,Single,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize,B
TS53809,Unknown,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize,B
QM46642,California,No,Basic,Bachelor,Disabled,M,Rural,Married,Special Auto,Special L1,Offer2,Agent,Two-Door Car,Medsize,B
BU53191,Arizona,No,Basic,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L1,Offer1,Call Center,SUV,Small,B
TY31217,Washington,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Luxury Car,Medsize,A
HY16703,Oregon,No,Extended,College,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
NN54114,Unknown,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,B
UX18122,Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Web,Four-Door Car,Medsize,A
CF62992,Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize,A
JH36501,Arizona,No,Basic,Doctor,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Medsize,A
OJ58066,Nevada,No,Extended,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,A
TP61305,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,A
IA27050,Oregon,No,Extended,High School or Below,Unemployed,F,Rural,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Large,B
EX80215,California,No,Extended,College,Unemployed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Web,Four-Door Car,Medsize,A
AI58313,Nevada,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Call Center,Sports Car,Medsize,A
AI14767,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,SUV,Small,A
CM55703,Washington,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,A
ZC89812,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,B
HN69035,Arizona,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer3,Web,Four-Door Car,Medsize,B
YO58424,Oregon,Yes,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Web,Four-Door Car,Medsize,A
BL66157,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Web,Four-Door Car,Small,B
LN43251,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,SUV,Medsize,A
ZB32409,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,A
BQ88033,Oregon,No,Extended,College,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer1,Branch,Sports Car,Medsize,A
VN44400,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer3,Branch,Two-Door Car,Medsize,A
ZG56744,California,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,A
ZM84839,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Web,Two-Door Car,Medsize,B
XL81489,California,No,Premium,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Sports Car,Small,A
MF15503,Nevada,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Special Auto,Special L2,Offer2,Branch,Two-Door Car,Medsize,B
UI24036,Washington,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Agent,SUV,Large,B
RA88421,Oregon,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize,B
BK76340,California,No,Extended,High School or Below,Disabled,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Luxury SUV,Medsize,A
FD64348,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Large,A
ME47990,California,No,Extended,High School or Below,Employed,M,Urban,Married,Corporate Auto,Corporate L2,Offer2,Branch,Four-Door Car,Medsize,A
UX87980,Nevada,No,Extended,College,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,A
GO80206,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small,B
WW74234,Unknown,No,Basic,College,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,A
LR43989,Oregon,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Small,A
EV60177,Unknown,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Small,A
GL82358,Nevada,Yes,Basic,High School or Below,Employed,F,Rural,Single,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Medsize,A
EL99335,California,No,Basic,College,Retired,F,Suburban,Divorced,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Small,B
XO36233,Washington,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer4,Branch,SUV,Large,B
SR74929,Unknown,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Call Center,SUV,Medsize,B
WN13947,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Small,A
SN26999,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Small,A
MZ84108,Arizona,No,Extended,Bachelor,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer1,Branch,Sports Car,Medsize,A
IC11062,Nevada,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize,B
RZ89024,Oregon,No,Extended,Doctor,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,B
UN38117,California,No,Basic,College,Unemployed,F,Urban,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Medsize,A
JU47573,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Large,A
CE11667,Unknown,No,Basic,College,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Medsize,B
JD78271,Nevada,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer3,Call Center,SUV,Medsize,B
OM70085,Unknown,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,A
EB61889,California,No,Extended,High School or Below,Medical Leave,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer3,Call Center,Sports Car,Medsize,B
GJ88864,Nevada,No,Extended,College,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,A
HL35876,Washington,Yes,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,A
WJ88394,Nevada,No,Basic,College,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize,A
ML34366,California,Yes,Extended,College,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Agent,Sports Car,Medsize,B
TG97744,Oregon,Yes,Extended,Bachelor,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize,A
OC47565,Oregon,No,Basic,College,Employed,F,Suburban,Married,Special Auto,Special L3,Offer4,Branch,Four-Door Car,Medsize,A
TP52309,California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Agent,Sports Car,Medsize,A
WH82416,Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Large,B
DJ34695,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer4,Branch,Luxury Car,Medsize,A
LW91009,Washington,No,Basic,College,Disabled,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
ZK52226,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Branch,Two-Door Car,Large,B
LJ93770,Arizona,No,Basic,Doctor,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize,A
VW88885,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer3,Call Center,Four-Door Car,Medsize,A
FQ32742,Arizona,No,Basic,Doctor,Employed,M,Urban,Divorced,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,A
EE28119,Arizona,No,Premium,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,A
FV62588,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Medsize,B
CQ76030,Oregon,No,Extended,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small,B
DT35588,Oregon,Yes,Premium,College,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize,B
KE10223,California,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Branch,SUV,Medsize,B
WW19050,Oregon,No,Extended,High School or Below,Unemployed,M,Rural,Married,Personal Auto,Personal L2,Offer4,Agent,Two-Door Car,Large,B
SQ87105,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Web,Four-Door Car,Medsize,B
LM93586,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize,B
YJ99764,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,A
PA18731,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Branch,SUV,Small,B
LC92080,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize,B
IB87349,California,No,Premium,High School or Below,Employed,M,Suburban,Married,Special Auto,Special L2,Offer1,Agent,Four-Door Car,Small,A
PJ54354,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Medsize,A
YJ69332,Unknown,No,Extended,High School or Below,Disabled,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Small,A
GE47180,Nevada,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,Sports Car,Medsize,B
LG45661,Nevada,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,B
HP27902,Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Corporate L2,Offer3,Branch,Luxury Car,Medsize,B
HB85743,California,Yes,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer2,Agent,SUV,Medsize,B
GD17919,Arizona,No,Extended,College,Unemployed,F,Suburban,Single,Special Auto,Special L2,Offer1,Call Center,Four-Door Car,Medsize,B
OL48469,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,A
YG92601,Unknown,No,Extended,College,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize,A
VD37089,Washington,No,Extended,College,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L1,Offer2,Branch,Four-Door Car,Medsize,A
WD48852,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Special Auto,Special L2,Offer3,Agent,Luxury SUV,Medsize,A
HM33037,Arizona,No,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,Personal L1,Offer4,Web,Luxury Car,Medsize,B
RN96985,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize,B
AY26056,Arizona,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,B
NJ10602,Washington,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer4,Call Center,Two-Door Car,Medsize,B
MO21402,Oregon,Yes,Premium,Master,Disabled,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Web,SUV,Medsize,B
SJ71233,California,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize,B
SB18278,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Corporate Auto,Corporate L1,Offer3,Branch,Four-Door Car,Small,B
TZ81094,Nevada,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Branch,Two-Door Car,Medsize,B
WU62992,Oregon,No,Extended,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer4,Agent,SUV,Small,A
FD14790,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer4,Branch,Four-Door Car,Small,A
CL79250,Nevada,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Agent,Luxury Car,Small,B
BC90645,California,No,Basic,Master,Employed,F,Rural,Single,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,B
ZH43085,Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,B
OR40901,Unknown,No,Basic,Doctor,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Large,B
WO12850,Nevada,No,Premium,Bachelor,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Offer3,Agent,Four-Door Car,Medsize,A
WY38315,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Agent,SUV,Medsize,B
NM18924,Oregon,No,Basic,High School or Below,Disabled,F,Rural,Divorced,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Medsize,A
FD73388,Unknown,No,Premium,Master,Disabled,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Web,SUV,Medsize,B
KL43114,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Branch,Two-Door Car,Medsize,B
OX36896,California,No,Extended,High School or Below,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,B
KG53604,Oregon,Yes,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize,A
CO25601,Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,B
VB22338,Nevada,No,Basic,High School or Below,Employed,M,Urban,Single,Special Auto,Special L3,Offer4,Agent,SUV,Small,A
GU82475,California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Small,B
JZ54775,Arizona,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small,B
GT57081,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,B
HI36042,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,SUV,Medsize,A
RE12758,Unknown,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Medsize,A
TJ46491,Oregon,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Large,A
